"","Estado","Municipio","Colonia","id"
"3238","PUEBLA","ESPERANZA","DEL MAESTRO","PU.ES.DD"
"3239","PUEBLA","QUIMIXTLAN","ALTA LUZ","PU.QU.AA"
"3240","PUEBLA","CHICHIQUILA","5 DE MAYO","PU.CH.5E"
"3241","PUEBLA","CHICHIQUILA","DE SAN JOSE","PU.CH.DB"
"3242","PUEBLA","QUIMIXTLAN","TOZIHUIC","PU.QU.TO"
"3243","PUEBLA","QUIMIXTLAN","COMALAPAN JESUS MARIA","PU.QU.CO"
"3244","PUEBLA","QUIMIXTLAN","PATLANALAN","PU.QU.PA"
"3245","PUEBLA","CHALCHICOMULA DE SESMA","GUADALUPE LINDA VISTA","PU.CH.GD"
"3246","PUEBLA","QUIMIXTLAN","TLAMANCA","PU.QU.TA"
"3247","PUEBLA","QUIMIXTLAN","QUIMIXTLAN","PU.QU.QQ"
"3248","PUEBLA","QUIMIXTLAN","TLATOXCA","PU.QU.TX"
"3249","PUEBLA","SAN NICOLAS BUENOS AIRES","MIGUEL HIDALGO","PU.SA.MI"
"3250","PUEBLA","QUIMIXTLAN","TLAMOLOAXTLA","PU.QU.TM"
"3251","PUEBLA","CHALCHICOMULA DE SESMA","LOS RICARDOS","PU.CH.FL"
"3252","PUEBLA","TLACHICHUCA","SANTA INES VARELA LA LUZ","PU.TL.AI"
"3253","PUEBLA","QUECHOLAC","SAN SIMON DE BRAVO","PU.QU.SS"
"3254","PUEBLA","QUECHOLAC","GUADALUPE ENRIQUEZ","PU.QU.GG"
"3255","PUEBLA","QUECHOLAC","VILLA NUEVA","PU.QU.VV"
"3256","PUEBLA","QUECHOLAC","PROGRESO","PU.QU.PR"
"3257","PUEBLA","QUECHOLAC","LA COMPAÑIA","PU.QU.LM"
"3258","PUEBLA","QUECHOLAC","SAN ISIDRO","PU.QU.SI"
"3259","PUEBLA","QUECHOLAC","DE LA CONCEPCION","PU.QU.DE"
"3260","PUEBLA","QUECHOLAC","PALMARITO TOCHAPAN","PU.QU.PL"
"3261","PUEBLA","QUECHOLAC","SAN FRANCISCO","PU.QU.SF"
"3262","PUEBLA","GENERAL FELIPE ANGELES","DE SANTA CRUZ","PU.GE.DD"
"3263","PUEBLA","GENERAL FELIPE ANGELES","LA ASENCION","PU.GE.LA"
"3264","PUEBLA","QUECHOLAC","SAN BARTOLOME COSCOMAYA","PU.QU.SB"
"3265","PUEBLA","QUECHOLAC","SAN ANTONIO","PU.QU.SA"
"3266","PUEBLA","QUECHOLAC","SAN JOSE","PU.QU.SJ"
"3267","PUEBLA","QUECHOLAC","PROGRESO DE MADERO","PU.QU.PO"
"3268","PUEBLA","QUECHOLAC","EL CARMEN","PU.QU.EC"
"3269","PUEBLA","TECAMACHALCO","LOMAS DE ROMERO","PU.TE.YL"
"3270","PUEBLA","QUECHOLAC","TUZUAPAN","PU.QU.TU"
"3271","PUEBLA","PALMAR DE BRAVO","CUACNOPALAN","PU.PA.CO"
"3272","PUEBLA","QUECHOLAC","QUECHOLAC","PU.QU.QU"
"3273","PUEBLA","QUECHOLAC","LAS ANIMAS","PU.QU.LI"
"3274","PUEBLA","QUECHOLAC","DEL PADRE JESUS","PU.QU.DL"
"3275","PUEBLA","QUECHOLAC","SAN DIEGO","PU.QU.SD"
"3276","PUEBLA","QUECHOLAC","SAN MIGUEL","PU.QU.SM"
"3277","PUEBLA","PALMAR DE BRAVO","NAZARENO","PU.PA.NA"
"3278","PUEBLA","TECAMACHALCO","LOMAS DE SANTA CRUZ","PU.TE.ZL"
"3279","PUEBLA","SAN SALVADOR HUIXCOLOTLA","EL CALVARIO","PU.SA.EK"
"3280","PUEBLA","TECAMACHALCO","FRANCISCO VICTORIA","PU.TE.FR"
"3281","PUEBLA","YEHUALTEPEC","SAN GABRIEL TETZOYOCAN","PU.YE.SG"
"3282","PUEBLA","PALMAR DE BRAVO","CUESTA CHICA PILETAS","PU.PA.CS"
"3283","PUEBLA","TECAMACHALCO","LOS ROSALES","PB.PB.BM"
"3284","PUEBLA","TECAMACHALCO","INFONAVIT LOS ARCOS","PU.TE.IO"
"3285","PUEBLA","TECAMACHALCO","SAN JOSE","PU.TE.GJ"
"3286","PUEBLA","TECAMACHALCO","SAN ISIDRO","PU.TE.DI"
"3287","PUEBLA","TECAMACHALCO","LA VILLITA","PU.TE.DV"
"3288","PUEBLA","TECAMACHALCO","EL NACIMIENTO","PU.TE.EQ"
"3289","PUEBLA","TECAMACHALCO","FOVISSSTE TECAMACHALCO","PU.TE.FO"
"3290","PUEBLA","SAN SALVADOR HUIXCOLOTLA","DOLORES","PU.SA.DR"
"3291","PUEBLA","PALMAR DE BRAVO","SAN FRANCISCO PILETAS","PU.PA.SF"
"3292","PUEBLA","TECAMACHALCO","SAN JUAN","PU.TE.HJ"
"3293","PUEBLA","SAN SALVADOR HUIXCOLOTLA","VILLAS SAN ANTONIO","PU.SA.VS"
"3294","PUEBLA","SAN SALVADOR HUIXCOLOTLA","LA CANDELARIA","PU.SA.FC"
"3295","PUEBLA","SAN SALVADOR HUIXCOLOTLA","SAN ANTONIO","PU.SA.HA"
"3296","PUEBLA","QUECHOLAC","SAN JUAN","PU.QU.SU"
"3297","PUEBLA","TECAMACHALCO","DE GUADALUPE","PU.TE.DU"
"3298","PUEBLA","TECAMACHALCO","SAN MATEO TLAIXPAN","PU.TE.HM"
"3299","PUEBLA","TECAMACHALCO","SAN JOSE DE MEZA","PU.TE.IJ"
"3300","PUEBLA","TECAMACHALCO","EL CALVARIO","PU.TE.EW"
"3301","PUEBLA","TECAMACHALCO","VALLE DEL SOL","PU.TE.VO"
"3302","PUEBLA","PALMAR DE BRAVO","EL ARENAL","PU.PA.EN"
"3303","PUEBLA","PALMAR DE BRAVO","SAN FABIAN","PU.PA.SA"
"3304","PUEBLA","PALMAR DE BRAVO","JUQUILA","PU.PA.JJ"
"3305","PUEBLA","PALMAR DE BRAVO","CUESTA BLANCA","PU.PA.CB"
"3306","PUEBLA","PALMAR DE BRAVO","TEHUITZO","PU.PA.TE"
"3307","PUEBLA","PALMAR DE BRAVO","GUADALUPE PILETAS","PU.PA.GU"
"3308","PUEBLA","PALMAR DE BRAVO","ENCRUCIJADA","PU.PA.EU"
"3309","PUEBLA","PALMAR DE BRAVO","ENCRUCIJADA 2DA SECCION","PU.PA.EF"
"3310","PUEBLA","YEHUALTEPEC","TEPEYAC","PU.YE.TT"
"3311","PUEBLA","PALMAR DE BRAVO","LA SOLEDAD","PU.PA.LO"
"3312","PUEBLA","PALMAR DE BRAVO","SAN FRANCISCO PILETAS PRIMERA SECCION","PU.PA.SR"
"3313","PUEBLA","PALMAR DE BRAVO","SANTA CRUZ MONTERROSAS","PU.PA.SU"
"3314","PUEBLA","PALMAR DE BRAVO","SAN ISIDRO MONTERROSAS","PU.PA.SI"
"3315","PUEBLA","PALMAR DE BRAVO","LA ASUNCION","PU.PA.LA"
"3316","PUEBLA","PALMAR DE BRAVO","SAN MIGUEL","PU.PA.SM"
"3317","PUEBLA","PALMAR DE BRAVO","GUADALUPE","PU.PA.GA"
"3318","PUEBLA","PALMAR DE BRAVO","XALTEPEC","PU.PA.XA"
"3319","PUEBLA","GENERAL FELIPE ANGELES","GUADALUPE ANALCO","PU.GE.GG"
"3320","PUEBLA","TECAMACHALCO","LA CENIZA","PU.TE.IC"
"3321","PUEBLA","TECAMACHALCO","LA SOLEDAD","PU.TE.GS"
"3322","PUEBLA","TECAMACHALCO","LA PURISIMA","PU.TE.FP"
"3323","PUEBLA","TECAMACHALCO","RUBEN JARAMILLO","PU.TE.RU"
"3324","PUEBLA","YEHUALTEPEC","SAN MIGUEL ZOZUTLA","PU.YE.SM"
"3325","PUEBLA","YEHUALTEPEC","RANCHO CHICO","PU.YE.RR"
"3326","PUEBLA","GENERAL FELIPE ANGELES","SANTA URSULA","PU.GE.SU"
"3327","PUEBLA","GENERAL FELIPE ANGELES","SAN ANTONIO PORTEZUELO","PU.GE.SA"
"3328","PUEBLA","GENERAL FELIPE ANGELES","SAN JUAN","PU.GE.SJ"
"3329","PUEBLA","GENERAL FELIPE ANGELES","TENANGO DE REYES","PU.GE.TT"
"3330","PUEBLA","QUECHOLAC","LAS CRUCES","PU.QU.LR"
"3331","PUEBLA","TECAMACHALCO","CUAUHTEMOC","PU.TE.KC"
"3332","PUEBLA","TECAMACHALCO","BOSQUES DE SAN SEBASTIAN","PU.TE.BK"
"3333","PUEBLA","TECAMACHALCO","SAN JOSE LA PORTILLA","PU.TE.KJ"
"3334","PUEBLA","TECAMACHALCO","LA LAGUNA","PB.PB.BN"
"3335","PUEBLA","SAN SALVADOR HUIXCOLOTLA","LA CONCEPCION","PU.SA.GC"
"3336","PUEBLA","GENERAL FELIPE ANGELES","DE LA ENCARNACION","PU.GE.DE"
"3337","PUEBLA","GENERAL FELIPE ANGELES","LOS TRES REYES","PU.GE.LL"
"3338","PUEBLA","GENERAL FELIPE ANGELES","CANDELARIA PORTEZUELO","PU.GE.CC"
"3339","PUEBLA","PALMAR DE BRAVO","LA PURISIMA","PU.PA.LP"
"3340","PUEBLA","TECAMACHALCO","XOCHIMILCO","PU.TE.XH"
"3341","PUEBLA","TECAMACHALCO","PINO SUAREZ","PU.TE.PI"
"3342","PUEBLA","TECAMACHALCO","24","PU.TE.2"
"3343","PUEBLA","TECAMACHALCO","LA PROVIDENCIA","PU.TE.GP"
"3344","PUEBLA","TECAMACHALCO","RESIDENCIAL LA VILLITA","PU.TE.RS"
"3345","PUEBLA","TECAMACHALCO","SAN NICOLAS","PU.TE.DN"
"3346","PUEBLA","YEHUALTEPEC","TLACOMULCO","PU.YE.TL"
"3347","PUEBLA","YEHUALTEPEC","YEHUALTEPEC","PU.YE.YY"
"3348","PUEBLA","YEHUALTEPEC","OCOTLAN DE VENUSTIANO CARRANZA","PU.YE.OO"
"3349","PUEBLA","YEHUALTEPEC","2","PU.YE.2"
"3350","PUEBLA","YEHUALTEPEC","1","PU.YE.1"
"3351","PUEBLA","TECAMACHALCO","EL CONVENTO","PU.TE.EX"
"3352","PUEBLA","TECAMACHALCO","SANTA ROSA","PU.TE.DR"
"3353","PUEBLA","TECAMACHALCO","SAN ANTONIO","PU.TE.DA"
"3354","PUEBLA","TECAMACHALCO","25","PU.TE.2B"
"3355","PUEBLA","TECAMACHALCO","CENTRO","PU.TE.MC"
"3356","PUEBLA","TECAMACHALCO","SAN MARTIN DE PORRES","PU.TE.IM"
"3357","PUEBLA","TECAMACHALCO","SAN SEBASTIAN","PU.TE.HS"
"3358","PUEBLA","PALMAR DE BRAVO","LOS VERGELES","PU.PA.LV"
"3359","PUEBLA","PALMAR DE BRAVO","PALMAR DE BRAVO","PU.PA.PM"
"3360","PUEBLA","PALMAR DE BRAVO","BELLA VISTA DE VICTORIA","PU.PA.BB"
"3361","PUEBLA","QUECHOLAC","SAN LORENZO","PU.QU.SL"
"3362","PUEBLA","QUECHOLAC","SAN JUAN II","PU.QU.SN"
"3363","PUEBLA","QUECHOLAC","DEL ROSARIO","PU.QU.DR"
"3364","PUEBLA","QUECHOLAC","DEL CALVARIO","PU.QU.DC"
"3365","PUEBLA","QUECHOLAC","FROYLAN C MANJARREZ","PU.QU.FF"
"3366","PUEBLA","TECAMACHALCO","SAN ANTONIO TECOLCO","PU.TE.FA"
"3367","PUEBLA","TECAMACHALCO","DE JUQUILA","PU.TE.DQ"
"3368","PUEBLA","TECAMACHALCO","JALACINGO","PU.TE.JI"
"3369","PUEBLA","TECAMACHALCO","EL TEPEYAC","PU.TE.EY"
"3370","PUEBLA","QUECHOLAC","JUAREZ PALMARITO","PU.QU.JJ"
"3371","PUEBLA","TECAMACHALCO","LAS MARAVILLAS","PU.TE.IS"
"3372","PUEBLA","SAN SALVADOR HUIXCOLOTLA","MOISS SABA","PU.SA.MS"
"3373","PUEBLA","QUECHOLAC","FRANCISCO I MADERO","PU.QU.FR"
"3374","PUEBLA","TECAMACHALCO","EL VERGEL","PU.TE.EZ"
"3375","PUEBLA","TECAMACHALCO","EXHACIENDA SANTA INES XOCHIMILCO","PU.TE.FE"
"3376","PUEBLA","SAN SALVADOR HUIXCOLOTLA","SAN MARTIN","PU.SA.KM"
"3377","PUEBLA","TECAMACHALCO","FRANCISCO VILLA","PU.TE.FN"
"3378","PUEBLA","TECAMACHALCO","VERACRUCITO","PU.TE.VR"
"3379","PUEBLA","TECAMACHALCO","SAN BALTAZAR","PU.TE.FB"
"3380","PUEBLA","TECAMACHALCO","SAN ANTONIO LA PORTILLA","PU.TE.HA"
"3381","PUEBLA","TECAMACHALCO","EL LAUREL","PB.PB.BO"
"3382","PUEBLA","TECAMACHALCO","JONETLAN","PU.TE.JO"
"3383","PUEBLA","TECAMACHALCO","LA LADRILLERA","PB.PB.BP"
"3384","PUEBLA","PUEBLA","AMERICA SUR","PB.PB.BQ"
"3385","PUEBLA","PUEBLA","ARBOLEDAS DEL SUR","PB.PB.BR"
"3386","PUEBLA","PUEBLA","JOAQUIN COLOMBRES","PU.PU.JQ"
"3387","PUEBLA","PUEBLA","HERMOSA PROVINCIA","PU.PU.HF"
"3388","PUEBLA","PUEBLA","HEROES DE PUEBLA","PU.PU.HG"
"3389","PUEBLA","PUEBLA","INSURGENTES RESIDENCIAL","PU.PU.IF"
"3390","PUEBLA","PUEBLA","SAN JUAN FLOR DEL BOSQUE","PU.PU.FJ"
"3391","PUEBLA","PUEBLA","PARQUE FORESTAL FLOR DEL BOSQUE","PU.PU.PJ"
"3392","PUEBLA","PUEBLA","AMPLIACION HISTORIADORES","PB.PB.BS"
"3393","PUEBLA","PUEBLA","HISTORIADORES","PU.PU.HT"
"3394","PUEBLA","PUEBLA","INSURGENTES ORIENTE","PU.PU.IO"
"3395","PUEBLA","PUEBLA","LOMAS FLOR DEL BOSQUE","PB.PB.BT"
"3396","PUEBLA","PUEBLA","SAN IGNACIO","PU.PU.KI"
"3397","PUEBLA","PUEBLA","VILLA DE REYES","PB.PB.BU"
"3398","PUEBLA","PUEBLA","GONZALO BAUTISTA","PU.PU.GO"
"3399","PUEBLA","PUEBLA","LA GLORIA","PU.PU.DG"
"3400","PUEBLA","PUEBLA","HUMBOLDT SUR","PU.PU.HJ"
"3401","PUEBLA","PUEBLA","CASAS ALBA","PU.PU.WC"
"3402","PUEBLA","PUEBLA","EXCURSIONISTA","PU.PU.KE"
"3403","PUEBLA","PUEBLA","LOS ROSALES","PB.PB.BV"
"3404","PUEBLA","PUEBLA","FRANCISCO JAVIER CLAVIJERO","PU.PU.FG"
"3405","PUEBLA","PUEBLA","ENCINAR 1a SECCION","PU.PU.QE"
"3406","PUEBLA","PUEBLA","UNIDAD Y PROGRESO","PU.PU.UN"
"3407","PUEBLA","PUEBLA","UNIDAD SAN ANGEL","PU.PU.UI"
"3408","PUEBLA","PUEBLA","FUNDADORES DE CHAPULTEPEC(LA MESA)","PU.PU.FH"
"3409","PUEBLA","PUEBLA","LA NOPALERA","PU.PU.KN"
"3410","PUEBLA","PUEBLA","SAN JACINTO","PU.PU.GJ"
"3411","PUEBLA","PUEBLA","VILLA EL RELICARIO","PB.PB.BW"
"3412","PUEBLA","PUEBLA","LOMAS DEL MARMOL SECCION I","PB.PB.BX"
"3413","PUEBLA","PUEBLA","LOMAS DEL MARMOL SECCION II","PB.PB.BY"
"3414","PUEBLA","PUEBLA","LOMAS DEL MARMOL SECCION III","PB.PB.BZ"
"3415","PUEBLA","PUEBLA","LOMAS DE SAN MIGUEL","PB.PB.CA"
"3416","PUEBLA","PUEBLA","LA MARGARITA","PU.PU.QM"
"3417","PUEBLA","PUEBLA","GRANJAS PROVIDENCIA","PU.PU.GF"
"3418","PUEBLA","PUEBLA","LA HACIENDA","PU.PU.DH"
"3419","PUEBLA","PUEBLA","COSMOS","PU.PU.XC"
"3420","PUEBLA","PUEBLA","VALLE DEL SOL","PB.PB.CB"
"3421","PUEBLA","PUEBLA","SANTA JULIA","PU.PU.IJ"
"3422","PUEBLA","PUEBLA","ALSESECA","PB.PB.CC"
"3423","PUEBLA","PUEBLA","UNIDAD GUADALUPE","PU.PU.UD"
"3424","PUEBLA","PUEBLA","EL ESFUERZO ZARAGOZA (ZARAGOZA)","PU.PU.UE"
"3425","PUEBLA","PUEBLA","JARDINES DE SAN MANUEL","PU.PU.JK"
"3426","PUEBLA","PUEBLA","FLORESTA","PU.PU.FT"
"3427","PUEBLA","PUEBLA","TORRES ALTIMA","PU.PU.TM"
"3428","PUEBLA","PUEBLA","25 ZONA MILITAR","PU.PU.2Z"
"3429","PUEBLA","PUEBLA","SANTA BARBARA NORTE","PU.PU.KB"
"3430","PUEBLA","PUEBLA","GRAL IGNACIO ZARAGOZA","PU.PU.GZ"
"3431","PUEBLA","PUEBLA","VISTA HERMOSA ALAMOS","PB.PB.CD"
"3432","PUEBLA","PUEBLA","PLAZAS DE AMALUCAN","PU.PU.PK"
"3433","PUEBLA","PUEBLA","PUENTE BRAVO","PU.PU.PW"
"3434","PUEBLA","PUEBLA","GREGORIO RAMOS - LA PROVIDENCIA","PU.PU.GH"
"3435","PUEBLA","PUEBLA","CIUDAD SATELITE 1RA SECCION","PU.PU.YC"
"3436","PUEBLA","PUEBLA","UNIDAD SATELITE MAGISTERIAL","PU.PU.UT"
"3437","PUEBLA","PUEBLA","ALAMOS","PB.PB.CE"
"3438","PUEBLA","PUEBLA","CIUDAD SATELITE DE PUEBLA  (2DA SECCION)","PU.PU.ZC"
"3439","PUEBLA","PUEBLA","VILLA ALEGRE","PB.PB.CF"
"3440","PUEBLA","PUEBLA","AMP VISTA HERMOSA","PB.PB.CG"
"3441","PUEBLA","PUEBLA","VILLA LAS FLORES","PB.PB.CH"
"3442","PUEBLA","PUEBLA","CORONEL MIGUEL AUZA - JARDINES DE SAN MANUEL","PB.PB.CI"
"3443","PUEBLA","PUEBLA","LOS PINITOS","PB.PB.CJ"
"3444","PUEBLA","PUEBLA","JARDINES DE LA JOYA","PU.PU.JY"
"3445","PUEBLA","PUEBLA","FOVISSSTE SAN MANUEL","PU.PU.FK"
"3446","PUEBLA","PUEBLA","VILLAS LAS BORDAS","PB.PB.CK"
"3447","PUEBLA","PUEBLA","CAMINO REAL","PB.PB.CL"
"3448","PUEBLA","PUEBLA","U HAB MILITAR  25  AMALUCAN II","PU.PU.UH"
"3449","PUEBLA","PUEBLA","LA FLOR","PU.PU.KF"
"3450","PUEBLA","PUEBLA","ENCINAR 2a SECCION","PU.PU.WE"
"3451","PUEBLA","PUEBLA","LOMAS DE CHAPULTEPEC","PB.PB.CN"
"3452","PUEBLA","PUEBLA","TOLTEPEC ALAMOS","PU.PU.TG"
"3453","PUEBLA","PUEBLA","FRAMBOYANES","PU.PU.FY"
"3454","PUEBLA","PUEBLA","PUNTA DEL SOL","PU.PU.PX"
"3455","PUEBLA","PUEBLA","BANUS","PU.PU.BX"
"3456","PUEBLA","PUEBLA","GEOVILLAS LOS ENCINOS","PU.PU.GK"
"3457","PUEBLA","PUEBLA","SAN JOSE XILOTZINGO","PU.PU.KJ"
"3458","PUEBLA","PUEBLA","UNIVERSITARIA","PU.PU.UB"
"3459","PUEBLA","PUEBLA","CAMPESTRE DEL VALLE","PB.PB.CQ"
"3460","PUEBLA","PUEBLA","LUIS N MORONES","PB.PB.CR"
"3461","PUEBLA","PUEBLA","TRES CRUCES","PU.PU.TU"
"3462","PUEBLA","PUEBLA","MAGISTERIAL SAN JOSE XILOTZINGO","PU.PU.MX"
"3463","PUEBLA","PUEBLA","VILLA CARMEL","PB.PB.CS"
"3464","PUEBLA","PUEBLA","EXHACIENDA DEL ANGEL","PU.PU.XE"
"3465","PUEBLA","PUEBLA","VILLAS DE LA CALERA","PB.PB.CT"
"3466","PUEBLA","PUEBLA","EL MIRADOR","PU.PU.UM"
"3467","PUEBLA","PUEBLA","MARIA LUISA","PU.PU.MP"
"3468","PUEBLA","PUEBLA","GUADALUPE LAGUNILLA","PU.PU.GQ"
"3469","PUEBLA","PUEBLA","S A R H XILOTZINGO","PU.PU.ZS"
"3470","PUEBLA","PUEBLA","VILLAS SAN CRISTOBAL","PB.PB.CU"
"3471","PUEBLA","PUEBLA","UNIVERSIDAD","PU.PU.UF"
"3472","PUEBLA","PUEBLA","CIUDAD UNIVERSITARIA","PB.PB.CW"
"3473","PUEBLA","PUEBLA","EL PEDREGAL","PU.PU.KP"
"3474","PUEBLA","PUEBLA","QUINTAS DEL BOSQUE LA CALERA","PU.PU.QI"
"3475","PUEBLA","PUEBLA","VICENTE SUAREZ","PB.PB.CX"
"3476","PUEBLA","PUEBLA","MILITAR EL CHAMIZAL","PU.PU.MQ"
"3477","PUEBLA","PUEBLA","SAN CRISTOBAL","PB.PB.CY"
"3478","PUEBLA","PUEBLA","BOSQUES DE LA CALERA","PU.PU.BY"
"3479","PUEBLA","PUEBLA","EL PORVENIR","PU.PU.NP"
"3480","PUEBLA","PUEBLA","SAN LUIS GONZAGA","PB.PB.CZ"
"3481","PUEBLA","PUEBLA","RANCHO EL MIRADOR LA CALERA","PU.PU.ZR"
"3482","PUEBLA","PUEBLA","RINCON DE SAN IGNACIO","PB.PB.DA"
"3483","PUEBLA","PUEBLA","ARBOLEDAS DE XILOTZINGO","PB.PB.DB"
"3484","PUEBLA","PUEBLA","LA GRAN BODEGA","PU.PU.KG"
"3485","PUEBLA","PUEBLA","LOMAS DEL VALLE","PB.PB.DC"
"3486","PUEBLA","PUEBLA","SIN NOMBRE","PB.PB.DD"
"3487","PUEBLA","PUEBLA","BELLA VISTA","PU.PU.QB"
"3488","PUEBLA","PUEBLA","2 DE ABRIL","PU.PU.2A"
"3489","PUEBLA","PUEBLA","LAS BRISAS","PB.PB.DE"
"3490","PUEBLA","PUEBLA","RESIDENCIAL ARBORADAS ANGELES","PB.PB.DF"
"3491","PUEBLA","PUEBLA","SANTA BARBARA SUR","PU.PU.WB"
"3492","PUEBLA","PUEBLA","TRIANGULO SANTA BARBARA","PU.PU.TN"
"3493","PUEBLA","PUEBLA","SANTA MONICA","PU.PU.WM"
"3494","PUEBLA","PUEBLA","22 DE SEPTIEMBRE","PU.PU.2S"
"3495","PUEBLA","PUEBLA","JOSE LOPEZ PORTILLO","PU.PU.JT"
"3496","PUEBLA","PUEBLA","6 DE ENERO","PU.PU.6E"
"3497","PUEBLA","PUEBLA","GRAL MIGUEL NEGRETE","PU.PU.GT"
"3498","PUEBLA","PUEBLA","PUEBLA A-1 MILITAR","PU.PU.PY"
"3499","PUEBLA","PUEBLA","ARENAS II","PB.PB.DG"
"3500","PUEBLA","PUEBLA","LOS PILARES","PB.PB.DH"
"3501","PUEBLA","PUEBLA","ELEGANZA LA CALERA","PU.PU.YE"
"3502","PUEBLA","PUEBLA","CERRO BOSQUE","PB.PB.DI"
"3503","PUEBLA","PUEBLA","GALAXIA LA CALERA","PU.PU.GW"
"3504","PUEBLA","PUEBLA","BRITANIA LA CALERA","PU.PU.XB"
"3505","PUEBLA","PUEBLA","LOMAS DE VILLA SATELITE","PB.PB.DJ"
"3506","PUEBLA","PUEBLA","HERITAGE 2","PU.PU.HK"
"3507","PUEBLA","PUEBLA","CLUB BRITANIA","PB.PB.DK"
"3508","PUEBLA","PUEBLA","HERITAGE 1","PU.PU.HQ"
"3509","PUEBLA","PUEBLA","LA CALERA","PB.PB.DL"
"3510","PUEBLA","PUEBLA","PEDREGAL DE LA CALERA","PU.PU.OP"
"3511","PUEBLA","PUEBLA","JARDNIES DE SAN FRANCISCO","PU.PU.JW"
"3512","PUEBLA","PUEBLA","FLOR  BATAVIA","PU.PU.FQ"
"3513","PUEBLA","PUEBLA","JARDINES DE LA MONTAÑA","PU.PU.JX"
"3514","PUEBLA","PUEBLA","PASEO DEL BOSQUE","PU.PU.QP"
"3515","PUEBLA","PUEBLA","RINCONES DE LA CALERA","PB.PB.DM"
"3516","PUEBLA","PUEBLA","SANTA MARIA LA CALERA","PU.PU.XM"
"3517","PUEBLA","PUEBLA","VILLAS RESIDENCIAL SANTA MARIA","PB.PB.DN"
"3518","PUEBLA","PUEBLA","BOSQUES DE CHAPULTEPEC","PU.PU.YB"
"3519","PUEBLA","PUEBLA","CONDOMINIOS RESIDENCIAL LOMAS DEL ANGEL","PB.PB.DO"
"3520","PUEBLA","PUEBLA","JARDINES DE SAINT GERMAIN","PU.PU.NJ"
"3521","PUEBLA","PUEBLA","RESIDENCIAL DIAMANTE LA CALERA","PB.PB.DP"
"3522","PUEBLA","PUEBLA","LOMAS DE SAN ALFONSO","PB.PB.DQ"
"3523","PUEBLA","PUEBLA","BOSQUES DE CHAPULTEPEC 2","PU.PU.ZB"
"3524","PUEBLA","PUEBLA","BOSQUES DEL PEDREGAL","PB.PB.DR"
"3525","PUEBLA","PUEBLA","VILLA SATELITE","PB.PB.DS"
"3526","PUEBLA","PUEBLA","DOCE DE MAYO","PU.PU.DY"
"3527","PUEBLA","PUEBLA","RIVERA DE SANTIAGO","PB.PB.DT"
"3528","PUEBLA","PUEBLA","LAS HADAS","PB.PB.DU"
"3529","PUEBLA","PUEBLA","RIVERA DEL ATOYAC","PB.PB.DV"
"3530","PUEBLA","PUEBLA","NUEVA DEL CARMEN","PU.PU.ND"
"3531","PUEBLA","PUEBLA","RESIDENCIAL LA ENCOMIENDA DE LA NORIA","PB.PB.DW"
"3532","PUEBLA","PUEBLA","EX-HACIENDA LA NORIA","PU.PU.ZE"
"3533","PUEBLA","PUEBLA","CENTRO HISTORICO","PB.PB.DX"
"3534","PUEBLA","PUEBLA","EL CARMEN","PB.PB.DY"
"3535","PUEBLA","PUEBLA","DEL INGENIERO - COL EL CARMEN","PU.PU.DK"
"3536","PUEBLA","PUEBLA","LOS ALCATRACES","PB.PB.DZ"
"3537","PUEBLA","PUEBLA","LA PAZ","PU.PU.UP"
"3538","PUEBLA","PUEBLA","SANTIAGO","PU.PU.KT"
"3539","PUEBLA","PUEBLA","HEROE DE NACOZARI","PU.PU.HW"
"3540","PUEBLA","PUEBLA","VOLCANES","PB.PB.EA"
"3541","PUEBLA","PUEBLA","CHULA VISTA","PB.PB.EB"
"3542","PUEBLA","PUEBLA","LADRILLERA DE BENITEZ","PU.PU.KD"
"3543","PUEBLA","PUEBLA","INSURGENTES CHULA VISTA","PU.PU.IH"
"3544","PUEBLA","PUEBLA","TORRE ZAVALETA","PU.PU.TZ"
"3545","PUEBLA","PUEBLA","ANDREAS","PB.PB.ED"
"3546","PUEBLA","PUEBLA","LA PROVIDENCIA","PU.PU.WP"
"3547","PUEBLA","PUEBLA","EL AGUILA-LA PIEDAD","PB.PB.EE"
"3548","PUEBLA","PUEBLA","SAN SEBASTIAN","PB.PB.EF"
"3549","PUEBLA","PUEBLA","SAN BALTAZAR CAMPECHE","PB.PB.EH"
"3550","PUEBLA","PUEBLA","SAN BALTAZAR LINDA VISTA","PB.PB.EI"
"3551","PUEBLA","PUEBLA","ALAMEDAS","PB.PB.EJ"
"3552","PUEBLA","PUEBLA","SAN MATIAS","PU.PU.YM"
"3553","PUEBLA","PUEBLA","ZONA COMERCIAL ANGELOPOLIS","PU.PU.ZO"
"3554","PUEBLA","PUEBLA","CONCEPCION LAS LAJAS","PB.PB.EK"
"3555","PUEBLA","PUEBLA","RINCONADA SUR ORIENTE","PB.PB.EM"
"3556","PUEBLA","PUEBLA","VISTA DEL ARTE RDCIAL","PB.PB.EN"
"3557","PUEBLA","PUEBLA","TORRE TAMAYO","PU.PU.TH"
"3558","PUEBLA","PUEBLA","LA HERRADURA","PU.PU.KH"
"3559","PUEBLA","PUEBLA","SIRIOS","PB.PB.EO"
"3560","PUEBLA","PUEBLA","ESTRELLA DEL SUR","PB.PB.EP"
"3561","PUEBLA","PUEBLA","UNIVERSITARIAS UAPEP","PU.PU.UG"
