"","Estado","Municipio","Colonia","ids"
"2974","Puebla","Teteles de Avila Castillo","Chalahuico","PU.TE.CC"
"2975","Puebla","Teteles de Avila Castillo","Texcalaco","PU.TE.TT"
"2976","Puebla","Teteles de Avila Castillo","Coacalco","PU.TE.CC"
"2977","Puebla","Atempan","Atempan","PU.AT.AA"
"2978","Puebla","Atempan","Cala Sur","PU.AT.CS"
"2979","Puebla","Atempan","Tezanatepec","PU.AT.TT"
"2980","Puebla","Atempan","Tacopan","PU.AT.TT"
"2981","Puebla","Atempan","Cala Norte","PU.AT.CN"
"2982","Puebla","Atempan","San Nicolás","PU.AT.SN"
"2983","Puebla","Atempan","San Ambrosio","PU.AT.SA"
"2984","Puebla","Atempan","Apatauyan","PU.AT.AA"
"2985","Puebla","Atempan","Tanhuixco","PU.AT.TT"
"2986","Puebla","Atempan","Tezhuatepec","PU.AT.TT"
"2987","Puebla","Atempan","Las Canoas","PU.AT.LC"
"2988","Puebla","Atempan","Tezompan","PU.AT.TT"
"2989","Puebla","Chignautla","Chignautla","PU.CH.CC"
"2990","Puebla","Chignautla","Sosa","PU.CH.SS"
"2991","Puebla","Chignautla","Yopi","PU.CH.YY"
"2992","Puebla","Chignautla","5 de Mayo","PU.CH.5M"
"2993","Puebla","Chignautla","San Antonio","PU.CH.SA"
"2994","Puebla","Chignautla","Coahuixco","PU.CH.CC"
"2995","Puebla","Chignautla","Tezohuatepec (Tezotepec)","PU.CH.T("
"2996","Puebla","Chignautla","La Azteca","PU.CH.LA"
"2997","Puebla","Chignautla","Calicapan","PU.CH.CC"
"2998","Puebla","Chignautla","La Cruz","PU.CH.LC"
"2999","Puebla","Chignautla","Tepepan","PU.CH.TT"
"3000","Puebla","Chignautla","Tequimila","PU.CH.TT"
"3001","Puebla","Chignautla","Sección Tercera de Chignautla","PU.CH.SC"
"3002","Puebla","Chignautla","El Encanto","PU.CH.EE"
"3003","Puebla","Chignautla","Encino Rico","PU.CH.ER"
"3004","Puebla","Chignautla","Crutzitzin","PU.CH.CC"
"3005","Puebla","Chignautla","La Aguardientera","PU.CH.LA"
"3006","Puebla","Chignautla","San Isidro","PU.CH.SI"
"3007","Puebla","Chignautla","Los Aserraderos","PU.CH.LA"
"3008","Puebla","Chignautla","Calicanto","PU.CH.CC"
"3009","Puebla","Chignautla","Tecolotepec","PU.CH.TT"
"3010","Puebla","Chignautla","Los Humeros","PU.CH.LH"
"3011","Puebla","Chignautla","San Mateo","PU.CH.SM"
"3012","Puebla","Chignautla","Sotoltepec","PU.CH.SS"
"3013","Puebla","Chignautla","Unidad los Cables","PU.CH.UC"
"3014","Puebla","Chignautla","Tenextepec","PU.CH.TT"
"3015","Puebla","Chignautla","Talzintán","PU.CH.TT"
"3016","Puebla","Chignautla","Coatzala","PU.CH.CC"
"3017","Puebla","Chignautla","Huapaltepec (Zacatamánix)","PU.CH.H("
"3018","Puebla","Chignautla","Los Parajes (Zompanateno)","PU.CH.L("
"3019","Puebla","Chignautla","Analco","PU.CH.AA"
"3020","Puebla","Teziutlán","Aire Libre","PU.TE.AL"
"3021","Puebla","Teziutlán","Mexcalcuautla","PU.TE.MM"
"3022","Puebla","Teziutlán","San Diego","PU.TE.SD"
"3023","Puebla","Teziutlán","Amila","PU.TE.AA"
"3024","Puebla","Teziutlán","Bosques Amila","PU.TE.BA"
"3025","Puebla","Teziutlán","San Juan Acateno","PU.TE.SA"
"3026","Puebla","Teziutlán","Las Brisas","PU.TE.LB"
"3027","Puebla","Teziutlán","Residencial Bella Vista","PU.TE.RV"
"3028","Puebla","Teziutlán","La Estación","PU.TE.LE"
"3029","Puebla","Teziutlán","Las Cruces","PU.TE.LC"
"3030","Puebla","Teziutlán","Ixticpan","PU.TE.II"
"3031","Puebla","Teziutlán","San Luis","PU.TE.SL"
"3032","Puebla","Teziutlán","San Sebastián (Sección Tercera)","PU.TE.ST"
"3033","Puebla","Teziutlán","Ahuateno","PU.TE.AA"
"3034","Puebla","Teziutlán","Xoloateno","PU.TE.XX"
"3035","Puebla","Teziutlán","Atoluca","PU.TE.AA"
"3036","Puebla","Teziutlán","El Pedregal","PU.TE.EP"
"3037","Puebla","Teziutlán","San Sebastián","PU.TE.SS"
"3038","Puebla","Teziutlán","Nuevo Milenio","PU.TE.NM"
"3039","Puebla","Teziutlán","San Juan Tezongo","PU.TE.ST"
"3040","Puebla","Teziutlán","San Miguel Capulines","PU.TE.SC"
"3041","Puebla","Teziutlán","Ampliación Sección 23","PU.TE.A2"
"3042","Puebla","Teziutlán","El Mirador","PU.TE.EM"
"3043","Puebla","Teziutlán","Loma Bonita","PU.TE.LB"
"3044","Puebla","Teziutlán","San Pedro Xoloco","PU.TE.SX"
"3045","Puebla","Teziutlán","Ixtlahuaca","PU.TE.II"
"3046","Puebla","Teziutlán","Ixtahuiata la Legua","PU.TE.IL"
"3047","Puebla","Teziutlán","Huehueymico","PU.TE.HH"
"3048","Puebla","Teziutlán","La Garita","PU.TE.LG"
"3049","Puebla","Teziutlán","Espíritu Santo","PU.TE.ES"
"3050","Puebla","Teziutlán","Sección 23","PU.TE.S2"
"3051","Puebla","Teziutlán","Cuaxoxpa","PU.TE.CC"
"3052","Puebla","Xiutetelco","San Francisco","PU.XI.SF"
"3053","Puebla","Xiutetelco","San Isidro","PU.XI.SI"
"3054","Puebla","Xiutetelco","San Juan Xiutetelco","PU.XI.SX"
"3055","Puebla","Xiutetelco","San Andrés","PU.XI.SA"
"3056","Puebla","Xiutetelco","Alto Lucero","PU.XI.AL"
"3057","Puebla","Xiutetelco","Xaltipan","PU.XI.XX"
"3058","Puebla","Xiutetelco","Sección Primera Xiutetelco","PU.XI.SX"
"3059","Puebla","Xiutetelco","San José","PU.XI.SJ"
"3060","Puebla","Xiutetelco","Sección Segunda Xiutetelco","PU.XI.SX"
"3061","Puebla","Xiutetelco","La Hacienda","PU.XI.LH"
"3062","Puebla","Xiutetelco","Vista Hermosa","PU.XI.VH"
"3063","Puebla","Xiutetelco","Chiquito","PU.XI.CC"
"3064","Puebla","Xiutetelco","La Ciénega","PU.XI.LC"
"3065","Puebla","Xiutetelco","La Palma","PU.XI.LP"
"3066","Puebla","Xiutetelco","La Reforma","PU.XI.LR"
"3067","Puebla","Xiutetelco","La Ventana","PU.XI.LV"
"3068","Puebla","Xiutetelco","Tomaquilapa","PU.XI.TT"
"3069","Puebla","Xiutetelco","Chalma","PU.XI.CC"
"3070","Puebla","Xiutetelco","El Aguaje Atoluca","PU.XI.EA"
"3071","Puebla","Xiutetelco","La Cantera","PU.XI.LC"
"3072","Puebla","Xiutetelco","La Posta","PU.XI.LP"
"3073","Puebla","Xiutetelco","Nuevo","PU.XI.NN"
"3074","Puebla","Xiutetelco","Maxtaloya","PU.XI.MM"
"3075","Puebla","Xiutetelco","Atecax","PU.XI.AA"
"3076","Puebla","Xiutetelco","Cañada de Cozcuyucan","PU.XI.CC"
"3077","Puebla","Xiutetelco","La Chapas","PU.XI.LC"
"3078","Puebla","Xiutetelco","Tical (San José)","PU.XI.TJ"
"3079","Puebla","Xiutetelco","San José","PU.XI.SJ"
"3080","Puebla","Xiutetelco","San Salvador","PU.XI.SS"
"3081","Puebla","Xiutetelco","Santiago","PU.XI.SS"
"3082","Puebla","Xiutetelco","El Milagro","PU.XI.EM"
"3083","Puebla","Xiutetelco","Linda Vista","PU.XI.LV"
"3084","Puebla","Xiutetelco","San Andrés Coyotitlán","PU.XI.SC"
"3085","Puebla","Xiutetelco","Loma Bonita","PU.XI.LB"
"3086","Puebla","Xiutetelco","El Progreso","PU.XI.EP"
"3087","Puebla","Xiutetelco","El Zapote","PU.XI.EZ"
"3088","Puebla","Xiutetelco","San Antonio","PU.XI.SA"
"3089","Puebla","Xiutetelco","Xaltipan (Sección Décima)","PU.XI.XD"
"3090","Puebla","Xiutetelco","San Martín","PU.XI.SM"
"3091","Puebla","Cuyoaco","Cuyoaco","PU.CU.CC"
"3092","Puebla","Cuyoaco","El Puerto","PU.CU.EP"
"3093","Puebla","Cuyoaco","San Antonio (Calderona)","PU.CU.S("
"3094","Puebla","Cuyoaco","Tetepongo","PU.CU.TT"
"3095","Puebla","Cuyoaco","Santiago Xonacatlán","PU.CU.SX"
"3096","Puebla","Cuyoaco","Cuicoya","PU.CU.CC"
"3097","Puebla","Cuyoaco","San Isidro Xicalahuata","PU.CU.SX"
"3098","Puebla","Cuyoaco","Independencia","PU.CU.II"
"3099","Puebla","Cuyoaco","Tentzoncal","PU.CU.TT"
"3100","Puebla","Cuyoaco","El Calvario","PU.CU.EC"
"3101","Puebla","Cuyoaco","Casa Blanca","PU.CU.CB"
"3102","Puebla","Cuyoaco","Huitziltepec","PU.CU.HH"
"3103","Puebla","Cuyoaco","Las Cuevillas","PU.CU.LC"
"3104","Puebla","Cuyoaco","San José del Puente y Buenavista","PU.CU.SB"
"3105","Puebla","Cuyoaco","San Nicolás Temextla","PU.CU.ST"
"3106","Puebla","Cuyoaco","Temextla","PU.CU.TT"
"3107","Puebla","Cuyoaco","Ignacio Zaragoza","PU.CU.IZ"
"3108","Puebla","Cuyoaco","La Gloria","PU.CU.LG"
"3109","Puebla","Cuyoaco","Matlahuacala","PU.CU.MM"
"3110","Puebla","Cuyoaco","La Rosa (Rancho Sacramento)","PU.CU.LS"
"3111","Puebla","Cuyoaco","Buenavista Guerrero","PU.CU.BG"
"3112","Puebla","Cuyoaco","Guadalupe Victoria","PU.CU.GV"
"3113","Puebla","Cuyoaco","Los Potreros","PU.CU.LP"
"3114","Puebla","Cuyoaco","Francisco I. Madero","PU.CU.FM"
"3115","Puebla","Cuyoaco","El Valle","PU.CU.EV"
"3116","Puebla","Cuyoaco","Morelos","PU.CU.MM"
"3117","Puebla","Cuyoaco","La Trinidad Pochinto","PU.CU.LP"
"3118","Puebla","Cuyoaco","San Gabriel","PU.CU.SG"
"3119","Puebla","Cuyoaco","San Ignacio Xixipexco","PU.CU.SX"
"3120","Puebla","Cuyoaco","Texcal","PU.CU.TT"
"3121","Puebla","Cuyoaco","Emiliano Zapata (Chilapa)","PU.CU.E("
"3122","Puebla","Cuyoaco","San Sebastián Pochintoc","PU.CU.SP"
"3123","Puebla","Cuyoaco","Concepción","PU.CU.CC"
"3124","Puebla","Cuyoaco","Santa Rosa","PU.CU.SR"
"3125","Puebla","Cuyoaco","Las Trancas","PU.CU.LT"
"3126","Puebla","Cuyoaco","Allende","PU.CU.AA"
"3127","Puebla","Cuyoaco","San Andrés Payuca","PU.CU.SP"
"3128","Puebla","Cuyoaco","San Andrés las Fronteras (N. C. de P. Ejidal)","PU.CU.SE"
"3129","Puebla","Cuyoaco","San Miguel Barrientos","PU.CU.SB"
"3130","Puebla","Cuyoaco","Zautiotla (San Pedro)","PU.CU.ZP"
"3131","Puebla","Tepeyahualco","El Fuerte de la Unión","PU.TE.EU"
"3132","Puebla","Tepeyahualco","Jalapasco","PU.TE.JJ"
"3133","Puebla","Tepeyahualco","Tepeyahualco","PU.TE.TT"
"3134","Puebla","Tepeyahualco","Mancuernas","PU.TE.MM"
"3135","Puebla","Tepeyahualco","Cerro del Viento","PU.TE.CV"
"3136","Puebla","Tepeyahualco","Xaltipanapa","PU.TE.XX"
"3137","Puebla","Tepeyahualco","San Nicolás Pizarro","PU.TE.SP"
"3138","Puebla","Tepeyahualco","Zapata","PU.TE.ZZ"
"3139","Puebla","Tepeyahualco","Guadalupe Sarabia","PU.TE.GS"
"3140","Puebla","Tepeyahualco","San Roque","PU.TE.SR"
"3141","Puebla","Tepeyahualco","El Coyote","PU.TE.EC"
"3142","Puebla","Tepeyahualco","Quince de Agosto","PU.TE.QA"
"3143","Puebla","Tepeyahualco","La Noria","PU.TE.LN"
"3144","Puebla","Tepeyahualco","San Antonio","PU.TE.SA"
"3145","Puebla","Tepeyahualco","Tetipanapa","PU.TE.TT"
"3146","Puebla","Tepeyahualco","Tezontepec","PU.TE.TT"
"3147","Puebla","Tepeyahualco","Alchichica","PU.TE.AA"
"3148","Puebla","Tepeyahualco","San José Alchichica","PU.TE.SA"
"3149","Puebla","Tepeyahualco","San Antonio Buenavista (El Tecolote)","PU.TE.ST"
"3150","Puebla","Tepeyahualco","San Pedro la Amistad","PU.TE.SA"
"3151","Puebla","Tepeyahualco","Chichicuautla","PU.TE.CC"
"3152","Puebla","Tepeyahualco","San Antonio Alchichica (La Cofradía)","PU.TE.SC"
"3153","Puebla","Tepeyahualco","Itzoteno","PU.TE.II"
"3154","Puebla","Tepeyahualco","Techachalco","PU.TE.TT"
"3155","Puebla","Tepeyahualco","Soto","PU.TE.SS"
"3156","Puebla","Tepeyahualco","San Vicente (Jalapasquillo)","PU.TE.S("
"3157","Puebla","Tepeyahualco","La Herradura","PU.TE.LH"
"3158","Puebla","San Martín Texmelucan","Centro","PU.SA.CC"
"3159","Puebla","San Martín Texmelucan","San Pedro","PU.SA.SP"
"3160","Puebla","San Martín Texmelucan","Villa el Carmen","PU.SA.VC"
"3161","Puebla","San Martín Texmelucan","Independencia","PU.SA.II"
"3162","Puebla","San Martín Texmelucan","Buenavista","PU.SA.BB"
"3163","Puebla","San Martín Texmelucan","Los Volcanes","PU.SA.LV"
