"","Estado","Municipio","Colonia","ids"
"1301","Puebla","San Andrés Cholula","Santa Emma","PU.SA.SE"
"1302","Puebla","San Andrés Cholula","Quetzalli","PU.SA.QQ"
"1303","Puebla","San Andrés Cholula","Residencial Barrio Real","PU.SA.RR"
"1304","Puebla","San Andrés Cholula","Rincón de las Américas","PU.SA.RA"
"1305","Puebla","San Andrés Cholula","Almanares Cholollan","PU.SA.AC"
"1306","Puebla","San Andrés Cholula","San Andresito","PU.SA.SA"
"1307","Puebla","San Andrés Cholula","Santa María Cuaco","PU.SA.SC"
"1308","Puebla","San Andrés Cholula","San Pedro Colomoxco","PU.SA.SC"
"1309","Puebla","San Andrés Cholula","Los Potrillos","PU.SA.LP"
"1310","Puebla","San Andrés Cholula","Guadalupana o Finca San Andrés","PU.SA.GA"
"1311","Puebla","San Andrés Cholula","San Miguel","PU.SA.SM"
"1312","Puebla","San Andrés Cholula","Maple","PU.SA.MM"
"1313","Puebla","San Andrés Cholula","El Arenal","PU.SA.EA"
"1314","Puebla","San Andrés Cholula","La Magdalena","PU.SA.LM"
"1315","Puebla","San Andrés Cholula","Actipac","PU.SA.AA"
"1316","Puebla","San Andrés Cholula","Universidad de las Américas","PU.SA.UA"
"1317","Puebla","San Andrés Cholula","Xinacatla","PU.SA.XX"
"1318","Puebla","San Andrés Cholula","Reserva Territorial Atlixcayotl","PU.SA.RA"
"1319","Puebla","San Andrés Cholula","San Bernardino Tlaxcalancingo","PU.SA.ST"
"1320","Puebla","San Andrés Cholula","Santa María","PU.SA.SM"
"1321","Puebla","San Andrés Cholula","San Bernardino la Trinidad","PU.SA.ST"
"1322","Puebla","San Andrés Cholula","Ciudad Judicial","PU.SA.CJ"
"1323","Puebla","San Andrés Cholula","Rincón de Atlixcayotl","PU.SA.RA"
"1324","Puebla","San Andrés Cholula","Cuayantla","PU.SA.CC"
"1325","Puebla","San Andrés Cholula","Los Caballos","PU.SA.LC"
"1326","Puebla","San Andrés Cholula","Los Cedros","PU.SA.LC"
"1327","Puebla","San Andrés Cholula","Coyotepec","PU.SA.CC"
"1328","Puebla","San Andrés Cholula","Tepecuitlalpa","PU.SA.TT"
"1329","Puebla","San Andrés Cholula","Jardines de San Carlos","PU.SA.JC"
"1330","Puebla","San Andrés Cholula","Rivera del Garda","PU.SA.RG"
"1331","Puebla","San Andrés Cholula","Las Galvias Residencial","PU.SA.LR"
"1332","Puebla","San Andrés Cholula","Emiliano Zapata","PU.SA.EZ"
"1333","Puebla","San Andrés Cholula","Villas de San Antonio","PU.SA.VA"
"1334","Puebla","San Andrés Cholula","Vistas del Ángel","PU.SA.VÁ"
"1335","Puebla","San Andrés Cholula","Villas de Morillotla","PU.SA.VM"
"1336","Puebla","San Andrés Cholula","Universidad del Valle de México","PU.SA.UM"
"1337","Puebla","San Andrés Cholula","Arcángeles de Morillotla","PU.SA.AM"
"1338","Puebla","San Andrés Cholula","Ángeles de Morillotla","PU.SA.ÁM"
"1339","Puebla","San Andrés Cholula","Villas Mirage","PU.SA.VM"
"1340","Puebla","San Andrés Cholula","Arcángeles Xaltepec","PU.SA.AX"
"1341","Puebla","San Andrés Cholula","San Martinito","PU.SA.SM"
"1342","Puebla","San Andrés Cholula","Ángeles","PU.SA.ÁÁ"
"1343","Puebla","San Andrés Cholula","Oyametl","PU.SA.OO"
"1344","Puebla","San Andrés Cholula","Rinconada de la Fortuna","PU.SA.RF"
"1345","Puebla","San Andrés Cholula","San Martinito","PU.SA.SM"
"1346","Puebla","San Andrés Cholula","La Viga","PU.SA.LV"
"1347","Puebla","San Andrés Cholula","Villa Floresta","PU.SA.VF"
"1348","Puebla","San Andrés Cholula","Paseos de San Andrés","PU.SA.PA"
"1349","Puebla","San Andrés Cholula","El Molinito","PU.SA.EM"
"1350","Puebla","San Andrés Cholula","Misión de San Martinito","PU.SA.MM"
"1351","Puebla","San Andrés Cholula","Villas Orión II","PU.SA.VI"
"1352","Puebla","San Andrés Cholula","Paseos del Ángel","PU.SA.PÁ"
"1353","Puebla","San Andrés Cholula","Atlixcayotl 2000","PU.SA.A2"
"1354","Puebla","San Andrés Cholula","Molino Viejo","PU.SA.MV"
"1355","Puebla","San Andrés Cholula","Las Mercedes","PU.SA.LM"
"1356","Puebla","San Andrés Cholula","Mayaquen","PU.SA.MM"
"1357","Puebla","San Andrés Cholula","Santa Fe","PU.SA.SF"
"1358","Puebla","San Andrés Cholula","Orión","PU.SA.OO"
"1359","Puebla","San Andrés Cholula","Villas Orión","PU.SA.VO"
"1360","Puebla","San Andrés Cholula","Lyra","PU.SA.LL"
"1361","Puebla","San Andrés Cholula","Ex-Hacienda Cortijo de San Martinito","PU.SA.EM"
"1362","Puebla","San Andrés Cholula","Rincón de Ángeles","PU.SA.RÁ"
"1363","Puebla","San Andrés Cholula","Villa de los Ángeles II","PU.SA.VI"
"1364","Puebla","San Andrés Cholula","Gobernadores","PU.SA.GG"
"1365","Puebla","San Andrés Cholula","Magisterio 2000 II","PU.SA.MI"
"1366","Puebla","San Andrés Cholula","Real de Santa Clara I","PU.SA.RI"
"1367","Puebla","San Andrés Cholula","Real de Santa Clara II","PU.SA.RI"
"1368","Puebla","San Andrés Cholula","La Fortuna","PU.SA.LF"
"1369","Puebla","San Andrés Cholula","Mira","PU.SA.MM"
"1370","Puebla","San Andrés Cholula","Villa de los Angeles I","PU.SA.VI"
"1371","Puebla","San Andrés Cholula","Las Animas","PU.SA.LA"
"1372","Puebla","San Andrés Cholula","Ex-Hacienda Concepción Morillotla","PU.SA.EM"
"1373","Puebla","San Andrés Cholula","Geovillas Santa Clara Sección I y II","PU.SA.GI"
"1374","Puebla","San Andrés Cholula","Parque Victoria","PU.SA.PV"
"1375","Puebla","San Andrés Cholula","Vista Marques","PU.SA.VM"
"1376","Puebla","San Andrés Cholula","Parque Terranova","PU.SA.PT"
"1377","Puebla","San Andrés Cholula","Parque de la Castellana","PU.SA.PC"
"1378","Puebla","San Andrés Cholula","Parque de la Plata","PU.SA.PP"
"1379","Puebla","San Andrés Cholula","Parque el Nilo","PU.SA.PN"
"1380","Puebla","San Andrés Cholula","Puebla Blanca","PU.SA.PB"
"1381","Puebla","San Andrés Cholula","El Deseo","PU.SA.ED"
"1382","Puebla","San Andrés Cholula","Parque el Cairo","PU.SA.PC"
"1383","Puebla","San Andrés Cholula","Parque Veneto","PU.SA.PV"
"1384","Puebla","San Andrés Cholula","San Luis","PU.SA.SL"
"1385","Puebla","San Andrés Cholula","San Miguel","PU.SA.SM"
"1386","Puebla","San Andrés Cholula","Xicotzingo","PU.SA.XX"
"1387","Puebla","San Andrés Cholula","San Antonio Cacalotepec","PU.SA.SC"
"1388","Puebla","San Andrés Cholula","San Diego","PU.SA.SD"
"1389","Puebla","San Andrés Cholula","Galeotitla","PU.SA.GG"
"1390","Puebla","San Andrés Cholula","San Juan","PU.SA.SJ"
"1391","Puebla","San Andrés Cholula","Santa María Acuyah 1","PU.SA.S1"
"1392","Puebla","San Andrés Cholula","Vista Real del Sur","PU.SA.VS"
"1393","Puebla","San Andrés Cholula","El Secreto","PU.SA.ES"
"1394","Puebla","San Andrés Cholula","Lomas de Angelópolis","PU.SA.LA"
"1395","Puebla","San Andrés Cholula","La Vista Contry Club","PU.SA.LC"
"1396","Puebla","San Andrés Cholula","Lomas de Angelópolis II","PU.SA.LI"
"1397","Puebla","San Andrés Cholula","Lomas de Angelópolis Privanza","PU.SA.LP"
"1398","Puebla","San Andrés Cholula","Valle Real","PU.SA.VR"
"1399","Puebla","San Andrés Cholula","Rincón de los Reyes","PU.SA.RR"
"1400","Puebla","San Andrés Cholula","Alta Vista","PU.SA.AV"
"1401","Puebla","San Andrés Cholula","Vista Real","PU.SA.VR"
"1402","Puebla","San Andrés Cholula","Puerta San Rafael","PU.SA.PR"
"1403","Puebla","San Andrés Cholula","San Rafael Comac","PU.SA.SC"
"1404","Puebla","San Andrés Cholula","Santa María Tonantzintla","PU.SA.ST"
"1405","Puebla","San Andrés Cholula","San Isidro","PU.SA.SI"
"1406","Puebla","San Andrés Cholula","La Candelaria","PU.SA.LC"
"1407","Puebla","San Andrés Cholula","La Purísima","PU.SA.LP"
"1408","Puebla","San Andrés Cholula","La Misión","PU.SA.LM"
"1409","Puebla","San Andrés Cholula","San Miguel","PU.SA.SM"
"1410","Puebla","San Andrés Cholula","San Diego","PU.SA.SD"
"1411","Puebla","San Andrés Cholula","Santiago","PU.SA.SS"
"1412","Puebla","San Andrés Cholula","Santa Maria Acuyah","PU.SA.SA"
"1413","Puebla","San Andrés Cholula","San Francisco Acatepec","PU.SA.SA"
"1414","Puebla","San Andrés Cholula","La Candelaria","PU.SA.LC"
"1415","Puebla","San Andrés Cholula","La Purísima","PU.SA.LP"
"1416","Puebla","San Andrés Cholula","San Pedro","PU.SA.SP"
"1417","Puebla","San Andrés Cholula","Texcoco","PU.SA.TT"
"1418","Puebla","San Andrés Cholula","Saltepehz","PU.SA.SS"
"1419","Puebla","San Andrés Cholula","San Luis Tehuiloyocan","PU.SA.ST"
"1420","Puebla","San Andrés Cholula","Eccehomo","PU.SA.EE"
"1421","Puebla","San Andrés Cholula","De Jesús","PU.SA.DJ"
"1422","Puebla","San Andrés Cholula","San Salvador","PU.SA.SS"
"1423","Puebla","San Andrés Cholula","Santo Entierro","PU.SA.SE"
"1424","Puebla","Ocoyucan","Francisco Sarabia","PU.OC.FS"
"1425","Puebla","Ocoyucan","Santa Clara Ocoyucan","PU.OC.SO"
"1426","Puebla","Ocoyucan","San Bernardino Chalchihuapan","PU.OC.SC"
"1427","Puebla","Ocoyucan","Santa María Malacatepec","PU.OC.SM"
"1428","Puebla","Ocoyucan","San Bernabe Temoxtitla","PU.OC.ST"
"1429","Puebla","Ocoyucan","Emilio Portes Gil","PU.OC.EG"
"1430","Puebla","Ocoyucan","Santiago Coltzingo","PU.OC.SC"
"1431","Puebla","Ocoyucan","Santa Martha Hidalgo","PU.OC.SH"
"1432","Puebla","Ocoyucan","La Pastoría","PU.OC.LP"
"1433","Puebla","Puebla","San Miguel Canoa","PU.PU.SC"
"1434","Puebla","Puebla","San Miguel Espejo","PU.PU.SE"
"1435","Puebla","Puebla","San Pedro Zacachimalpa","PU.PU.SZ"
"1436","Puebla","Puebla","Oasis Valsequillo","PU.PU.OV"
"1437","Puebla","Puebla","La Tepesilera (Quinta María Isabel)","PU.PU.LI"
"1438","Puebla","Puebla","Ladera del Coral","PU.PU.LC"
"1439","Puebla","Puebla","San Juan Soto","PU.PU.SS"
"1440","Puebla","Puebla","Los Cantiles","PU.PU.LC"
"1441","Puebla","Puebla","San Andrés Azumiatla","PU.PU.SA"
"1442","Puebla","Puebla","Los Ángeles Tetela","PU.PU.LT"
"1443","Puebla","Puebla","Toluquilla","PU.PU.TT"
"1444","Puebla","Puebla","Tacumatla","PU.PU.TT"
"1445","Puebla","Puebla","San Baltazar Tetela","PU.PU.ST"
"1446","Puebla","Puebla","Santa María de Guadalupe Tecola","PU.PU.ST"
"1447","Puebla","Puebla","Santa Cruz Ixtla","PU.PU.SI"
"1448","Puebla","Puebla","Santa Cruz Ixtla Sur","PU.PU.SS"
"1449","Puebla","Puebla","Xacxamayo","PU.PU.XX"
"1450","Puebla","Puebla","San Buenavista Tetela","PU.PU.ST"
"1451","Puebla","Puebla","San José Xaxamayo","PU.PU.SX"
"1452","Puebla","Puebla","La Paz Tlaxcolpan","PU.PU.LT"
"1453","Puebla","Puebla","San José del Rincón","PU.PU.SR"
"1454","Puebla","Puebla","Libertad Tecola","PU.PU.LT"
"1455","Puebla","Puebla","San José el Aguacate","PU.PU.SA"
"1456","Puebla","Puebla","Santa María Tzocuilac la Cantera","PU.PU.SC"
"1457","Puebla","Amozoc","Santo Ángel","PU.AM.SÁ"
"1458","Puebla","Amozoc","San José de las Flores","PU.AM.SF"
"1459","Puebla","Amozoc","De Santiago","PU.AM.DS"
"1460","Puebla","Amozoc","Las Cruces","PU.AM.LC"
"1461","Puebla","Amozoc","La Cruz","PU.AM.LC"
"1462","Puebla","Amozoc","San Miguel Cuautenco","PU.AM.SC"
"1463","Puebla","Amozoc","La Cruz II","PU.AM.LI"
"1464","Puebla","Amozoc","Vallarta","PU.AM.VV"
"1465","Puebla","Amozoc","Concepción Capulac","PU.AM.CC"
"1466","Puebla","Amozoc","20 de Noviembre","PU.AM.2N"
"1467","Puebla","Amozoc","San Andrés las Vegas","PU.AM.SV"
"1468","Puebla","Amozoc","Pinos del Sur","PU.AM.PS"
"1469","Puebla","Amozoc","La Victoria","PU.AM.LV"
"1470","Puebla","Amozoc","Villas Amozoc","PU.AM.VA"
"1471","Puebla","Amozoc","San Matias Buenavista","PU.AM.SB"
"1472","Puebla","Amozoc","El Carmen","PU.AM.EC"
"1473","Puebla","Amozoc","San Juan de los Lagos","PU.AM.SL"
"1474","Puebla","Amozoc","Los Duraznos","PU.AM.LD"
"1475","Puebla","Amozoc","Vallartito","PU.AM.VV"
"1476","Puebla","Amozoc","San José Victoria","PU.AM.SV"
"1477","Puebla","Amozoc","Las Animas","PU.AM.LA"
"1478","Puebla","Amozoc","Jardines de Amozoc","PU.AM.JA"
"1479","Puebla","Amozoc","Amozoc Centro","PU.AM.AC"
"1480","Puebla","Amozoc","San Antonio","PU.AM.SA"
"1481","Puebla","Amozoc","San José la Laguna","PU.AM.SL"
"1482","Puebla","Amozoc","San Miguel Cuautenco","PU.AM.SC"
"1483","Puebla","Amozoc","Rinconada de San Matias","PU.AM.RM"
"1484","Puebla","Amozoc","San José de los Encinos","PU.AM.SE"
"1485","Puebla","Amozoc","Sagrada Familia","PU.AM.SF"
"1486","Puebla","Amozoc","Mi Hogar la Asunción","PU.AM.MA"
"1487","Puebla","Amozoc","San Nicolás","PU.AM.SN"
"1488","Puebla","Amozoc","Los Álamos","PU.AM.LÁ"
"1489","Puebla","Amozoc","La Cantera","PU.AM.LC"
"1490","Puebla","Amozoc","Benito Juárez","PU.AM.BJ"
"1491","Puebla","Amozoc","Los Pinos","PU.AM.LP"
"1492","Puebla","Amozoc","Maestro Samuel Joaquín Flores","PU.AM.MF"
"1493","Puebla","Amozoc","La Venta","PU.AM.LV"
"1494","Puebla","Amozoc","Concepción Capulac","PU.AM.CC"
"1495","Puebla","Amozoc","Ignacio Zaragoza","PU.AM.IZ"
"1496","Puebla","Amozoc","San Mateo","PU.AM.SM"
"1497","Puebla","Amozoc","José Lino Miguel López de la Rosa","PU.AM.JR"
"1498","Puebla","Amozoc","Ex-Hacienda de Cocepción Capulac","PU.AM.EC"
"1499","Puebla","Amozoc","San Jacinto","PU.AM.SJ"
"1500","Puebla","Amozoc","El Esfuerzo","PU.AM.EE"
"1501","Puebla","Amozoc","San José de los Ángeles Kilómetro 22","PU.AM.S2"
"1502","Puebla","Amozoc","San Salvador Tepalcayuca","PU.AM.ST"
"1503","Puebla","Amozoc","La Laguna","PU.AM.LL"
"1504","Puebla","Amozoc","La Poza","PU.AM.LP"
"1505","Puebla","Amozoc","San Nicolás","PU.AM.SN"
"1506","Puebla","Amozoc","La Ocotera","PU.AM.LO"
"1507","Puebla","Amozoc","El Tepeyac","PU.AM.ET"
"1508","Puebla","Amozoc","Guadalupe Victoria (Guadalupe del Moral)","PU.AM.GM"
"1509","Puebla","Amozoc","Campestre Haras","PU.AM.CH"
"1510","Puebla","Amozoc","Ampliación San Lorenzo","PU.AM.AL"
"1511","Puebla","Amozoc","Chachapa","PU.AM.CC"
"1512","Puebla","Amozoc","SIGNORET","PU.AM.SS"
"1513","Puebla","Amozoc","San Mateo Mendizábal","PU.AM.SM"
"1514","Puebla","Amozoc","San Juan 3a. Sección","PU.AM.SS"
"1515","Puebla","Amozoc","Arenal","PU.AM.AA"
"1516","Puebla","Amozoc","Linda Vista","PU.AM.LV"
"1517","Puebla","Amozoc","San Pedro","PU.AM.SP"
"1518","Puebla","Amozoc","Guadalupe","PU.AM.GG"
"1519","Puebla","Amozoc","San Martín","PU.AM.SM"
"1520","Puebla","Amozoc","Agua Santa","PU.AM.AS"
"1521","Puebla","Amozoc","21 de Marzo","PU.AM.2M"
"1522","Puebla","Amozoc","San Juan","PU.AM.SJ"
"1523","Puebla","Amozoc","El Naranjo","PU.AM.EN"
"1524","Puebla","Amozoc","Azteca","PU.AM.AA"
"1525","Puebla","Amozoc","San Lorenzo","PU.AM.SL"
"1526","Puebla","Amozoc","Arboledas de San Lorenzo","PU.AM.AL"
"1527","Puebla","Amozoc","Bugambilias","PU.AM.BB"
"1528","Puebla","Amozoc","San Diego Icatepec 3a. Sección","PU.AM.SS"
"1529","Puebla","Amozoc","La Presa","PU.AM.LP"
"1530","Puebla","Amozoc","San Diego Icatepec 1a. Sección","PU.AM.SS"
"1531","Puebla","Amozoc","Colosio","PU.AM.CC"
"1532","Puebla","Amozoc","Santa Cruz Xonacatepec","PU.AM.SX"
"1533","Puebla","Amozoc","San Diego Icatepec 2a. Sección","PU.AM.SS"
"1534","Puebla","Amozoc","INFONAVIT Colosio","PU.AM.IC"
"1535","Puebla","Amozoc","La Cruz","PU.AM.LC"
"1536","Puebla","Amozoc","San Diego Icatepec 4a. Sección","PU.AM.SS"
"1537","Puebla","Amozoc","Artículo 123","PU.AM.A1"
"1538","Puebla","Amozoc","Casa Blanca","PU.AM.CB"
"1539","Puebla","Amozoc","Bosque de Cuauhyocan","PU.AM.BC"
"1540","Puebla","Amozoc","San Bartolo Flor del Bosque","PU.AM.SB"
"1541","Puebla","Amozoc","Flor del Bosque","PU.AM.FB"
"1542","Puebla","Amozoc","San Ángel","PU.AM.SÁ"
"1543","Puebla","Amozoc","Rincón de los Encinos","PU.AM.RE"
"1544","Puebla","Amozoc","Agua Santa II","PU.AM.AI"
"1545","Puebla","Francisco Z. Mena","Moctezuma","PU.FR.MM"
"1546","Puebla","Francisco Z. Mena","Metlaltoyuca","PU.FR.MM"
"1547","Puebla","Francisco Z. Mena","Huitzilac","PU.FR.HH"
"1548","Puebla","Francisco Z. Mena","Cerco de Piedra","PU.FR.CP"
"1549","Puebla","Francisco Z. Mena","Salsipuedes","PU.FR.SS"
"1550","Puebla","Francisco Z. Mena","La Pahua","PU.FR.LP"
"1551","Puebla","Francisco Z. Mena","Los Naranjos","PU.FR.LN"
"1552","Puebla","Francisco Z. Mena","Jaltocan","PU.FR.JJ"
"1553","Puebla","Francisco Z. Mena","Coyolito (El Coyol)","PU.FR.CC"
"1554","Puebla","Francisco Z. Mena","Benito Juárez","PU.FR.BJ"
"1555","Puebla","Francisco Z. Mena","Palma Real de Adentro","PU.FR.PA"
"1556","Puebla","Francisco Z. Mena","Plan de Arroyo","PU.FR.PA"
"1557","Puebla","Francisco Z. Mena","Paso del Arroyo","PU.FR.PA"
"1558","Puebla","Francisco Z. Mena","La Guadalupe","PU.FR.LG"
"1559","Puebla","Francisco Z. Mena","Las Balsas","PU.FR.LB"
"1560","Puebla","Francisco Z. Mena","El Tecomate","PU.FR.ET"
"1561","Puebla","Francisco Z. Mena","Cerro Altamirano","PU.FR.CA"
"1562","Puebla","Pantepec","Pantepec","PU.PA.PP"
"1563","Puebla","Pantepec","Progreso de Allende","PU.PA.PA"
"1564","Puebla","Pantepec","Las Palmas","PU.PA.LP"
"1565","Puebla","Pantepec","Cañada de Colotla","PU.PA.CC"
"1566","Puebla","Pantepec","Ejido Cañada Colotla","PU.PA.EC"
"1567","Puebla","Pantepec","Buena Vista","PU.PA.BV"
"1568","Puebla","Pantepec","Ixtololoya","PU.PA.II"
"1569","Puebla","Pantepec","El Terrero","PU.PA.ET"
"1570","Puebla","Pantepec","El Pozo","PU.PA.EP"
"1571","Puebla","Pantepec","La Ceiba Chica","PU.PA.LC"
"1572","Puebla","Pantepec","El Pacífico","PU.PA.EP"
"1573","Puebla","Pantepec","Ignacio Zaragoza","PU.PA.IZ"
"1574","Puebla","Pantepec","Agua Linda","PU.PA.AL"
"1575","Puebla","Pantepec","Ameluca","PU.PA.AA"
"1576","Puebla","Pantepec","Mecapalapa","PU.PA.MM"
"1577","Puebla","Venustiano Carranza","Coronel Tito Hernández","PU.VE.CH"
"1578","Puebla","Venustiano Carranza","El Encinal","PU.VE.EE"
"1579","Puebla","Venustiano Carranza","Zanatepec","PU.VE.ZZ"
"1580","Puebla","Venustiano Carranza","Tumbadero Escobal","PU.VE.TE"
"1581","Puebla","Venustiano Carranza","San Rafael","PU.VE.SR"
"1582","Puebla","Venustiano Carranza","Venustiano Carranza","PU.VE.VC"
"1583","Puebla","Venustiano Carranza","El Ojite","PU.VE.EO"
"1584","Puebla","Venustiano Carranza","Pueblo Viejo San José","PU.VE.PJ"
"1585","Puebla","Venustiano Carranza","Nuevo Cabellal","PU.VE.NC"
"1586","Puebla","Venustiano Carranza","San José","PU.VE.SJ"
"1587","Puebla","Venustiano Carranza","Linderos","PU.VE.LL"
"1588","Puebla","Venustiano Carranza","Gral. Ignacio Zaragoza","PU.VE.GZ"
"1589","Puebla","Venustiano Carranza","San Bartolo del Escobal","PU.VE.SE"
"1590","Puebla","Venustiano Carranza","Estrella Roja","PU.VE.ER"
"1591","Puebla","Venustiano Carranza","Vicente Guerrero","PU.VE.VG"
"1592","Puebla","Venustiano Carranza","San Diego","PU.VE.SD"
"1593","Puebla","Venustiano Carranza","La Libertad","PU.VE.LL"
"1594","Puebla","Venustiano Carranza","Villa Lázaro Cárdenas (La Uno)","PU.VE.VU"
"1595","Puebla","Jalpan","Apapantilla","PU.JA.AA"
"1596","Puebla","Jalpan","Jalpan","PU.JA.JJ"
"1597","Puebla","Jalpan","Acoyotitla","PU.JA.AA"
"1598","Puebla","Jalpan","El Pochote","PU.JA.EP"
"1599","Puebla","Jalpan","La Gloria","PU.JA.LG"
"1600","Puebla","Jalpan","El Piñal","PU.JA.EP"
"1601","Puebla","Jalpan","Benito Juárez","PU.JA.BJ"
"1602","Puebla","Jalpan","América","PU.JA.AA"
"1603","Puebla","Jalpan","Agua Linda","PU.JA.AL"
"1604","Puebla","Jalpan","El Progreso","PU.JA.EP"
"1605","Puebla","Jalpan","Vista Hermosa","PU.JA.VH"
"1606","Puebla","Jalpan","Jalpan","PU.JA.JJ"
"1607","Puebla","Jalpan","La Garza","PU.JA.LG"
"1608","Puebla","Jalpan","Emiliano Zapata","PU.JA.EZ"
"1609","Puebla","Jalpan","Techalotla","PU.JA.TT"
"1610","Puebla","Jalpan","Nuevo Zoquiapan","PU.JA.NZ"
"1611","Puebla","Jalpan","Piedras Negras","PU.JA.PN"
"1612","Puebla","Tlaxco","Tlaxco","PU.TL.TT"
"1613","Puebla","Tlaxco","Acalman","PU.TL.AA"
"1614","Puebla","Tlaxco","La Candelaria","PU.TL.LC"
"1615","Puebla","Tlaxco","Buenavista","PU.TL.BB"
"1616","Puebla","Tlaxco","Cerro Pelón","PU.TL.CP"
"1617","Puebla","Tlaxco","Atlalpan","PU.TL.AA"
"1618","Puebla","Tlaxco","El Álamo","PU.TL.EÁ"
"1619","Puebla","Tlaxco","Cuaxtla","PU.TL.CC"
"1620","Puebla","Tlacuilotepec","Tlacuilotepec","PU.TL.TT"
"1621","Puebla","Tlacuilotepec","Cuautepec","PU.TL.CC"
"1622","Puebla","Tlacuilotepec","Santa María","PU.TL.SM"
"1623","Puebla","Tlacuilotepec","El Zacatal","PU.TL.EZ"
"1624","Puebla","Tlacuilotepec","San Pedro Petlacotla","PU.TL.SP"
"1625","Puebla","Tlacuilotepec","La Campana","PU.TL.LC"
"1626","Puebla","Tlacuilotepec","San Antonio","PU.TL.SA"
"1627","Puebla","Tlacuilotepec","Papaloctipan","PU.TL.PP"
"1628","Puebla","Tlacuilotepec","Plan de Ayala","PU.TL.PA"
"1629","Puebla","Tlacuilotepec","Tliltepec","PU.TL.TT"
"1630","Puebla","Tlacuilotepec","El Rincón","PU.TL.ER"
"1631","Puebla","Tlacuilotepec","San Juan Tihuacán","PU.TL.ST"
"1632","Puebla","Tlacuilotepec","Itzalan","PU.TL.II"
"1633","Puebla","Tlacuilotepec","Tacubaya","PU.TL.TT"
"1634","Puebla","Tlacuilotepec","Teteloloya","PU.TL.TT"
"1635","Puebla","Tlacuilotepec","Palo Blanco","PU.TL.PB"
"1636","Puebla","Tlacuilotepec","Tlapehualita","PU.TL.TT"
"1637","Puebla","Tlacuilotepec","El Jericó","PU.TL.EJ"
"1638","Puebla","Tlacuilotepec","El Muñeco","PU.TL.EM"
"1639","Puebla","Tlacuilotepec","La Cuerva","PU.TL.LC"
"1640","Puebla","Xicotepec","San Isidro","PU.XI.SI"
"1641","Puebla","Xicotepec","Lomas Verdes","PU.XI.LV"
"1642","Puebla","Xicotepec","El Tabacal","PU.XI.ET"
"1643","Puebla","Xicotepec","Duraznotla","PU.XI.DD"
"1644","Puebla","Xicotepec","Xicotepec de Juárez Centro","PU.XI.XC"
"1645","Puebla","Xicotepec","La Rivera","PU.XI.LR"
"1646","Puebla","Xicotepec","Azaleas","PU.XI.AA"
"1647","Puebla","Xicotepec","La Chivería","PU.XI.LC"
"1648","Puebla","Xicotepec","Ganadera","PU.XI.GG"
"1649","Puebla","Xicotepec","San Agustín Atlihuácan","PU.XI.SA"
"1650","Puebla","Xicotepec","Tlapehuala","PU.XI.TT"
"1651","Puebla","Xicotepec","Atequexquitla","PU.XI.AA"
"1652","Puebla","Xicotepec","San Pedro Ixtla","PU.XI.SI"
"1653","Puebla","Xicotepec","Villa Avila Camacho (La Ceiba)","PU.XI.VC"
"1654","Puebla","Xicotepec","El Tepetate","PU.XI.ET"
"1655","Puebla","Xicotepec","Gilberto Camacho","PU.XI.GC"
"1656","Puebla","Xicotepec","Jalapilla","PU.XI.JJ"
"1657","Puebla","Xicotepec","Tulancinguillo","PU.XI.TT"
"1658","Puebla","Xicotepec","El Porvenir","PU.XI.EP"
"1659","Puebla","Xicotepec","Santa Rita","PU.XI.SR"
"1660","Puebla","Xicotepec","San Lorenzo y la Joya","PU.XI.SJ"
"1661","Puebla","Xicotepec","Tlaxcalantongo","PU.XI.TT"
"1662","Puebla","Xicotepec","Tepapatlaxco","PU.XI.TT"
"1663","Puebla","Xicotepec","Las Pilas","PU.XI.LP"
"1664","Puebla","Xicotepec","Rancho Nuevo","PU.XI.RN"
"1665","Puebla","Xicotepec","Nactanca Chica (La Colonia)","PU.XI.NC"
"1666","Puebla","Xicotepec","Los Limones","PU.XI.LL"
"1667","Puebla","Pahuatlán","Xolotla","PU.PA.XX"
"1668","Puebla","Pahuatlán","Ciudad de Pahuatlán de Valle","PU.PA.CV"
"1669","Puebla","Pahuatlán","Atla","PU.PA.AA"
"1670","Puebla","Pahuatlán","Xilepa","PU.PA.XX"
"1671","Puebla","Pahuatlán","Ahila","PU.PA.AA"
"1672","Puebla","Pahuatlán","San Pablito","PU.PA.SP"
"1673","Puebla","Pahuatlán","Zoyatla de Guerrero","PU.PA.ZG"
"1674","Puebla","Pahuatlán","Tlalcruz de Libres","PU.PA.TL"
"1675","Puebla","Pahuatlán","Montellano","PU.PA.MM"
"1676","Puebla","Pahuatlán","Acalapa","PU.PA.AA"
"1677","Puebla","Pahuatlán","Ahuacatitla","PU.PA.AA"
"1678","Puebla","Pahuatlán","Atlantongo","PU.PA.AA"
"1679","Puebla","Pahuatlán","Cuauneutla de la Paz","PU.PA.CP"
"1680","Puebla","Pahuatlán","Paciotla","PU.PA.PP"
"1681","Puebla","Honey","Tonalixco","PU.HO.TT"
"1682","Puebla","Honey","La Magdalena","PU.HO.LM"
"1683","Puebla","Honey","Honey","PU.HO.HH"
"1684","Puebla","Honey","Buenavista","PU.HO.BB"
"1685","Puebla","Honey","Amapoloa","PU.HO.AA"
"1686","Puebla","Honey","Chila","PU.HO.CC"
"1687","Puebla","Honey","El Manzano","PU.HO.EM"
"1688","Puebla","Honey","Huehuetlilla","PU.HO.HH"
